ID|Date|Contact|Description|AccountCode|Quantity|UnitAmount|LineAmount|Total|Status|Type
05b644c7-d0f6-4a46-acfc-e26f2447e87e||||||||330.0|PAID|ExpenseClaim
59fb2b5b-d384-463c-8576-8e1a90c35570||||||||100.0|PAID|ExpenseClaim
f655801f-6f1d-422e-aa7f-2250f20ee819||||||||4000.0|PAID|ExpenseClaim
6abf0173-d5bc-4c21-9666-172b5207c671||||||||23360.38|PAID|ExpenseClaim
668ec218-eb14-4775-be0b-5a4ed0f3eabc||||||||500.0|PAID|ExpenseClaim
00ad950b-1d09-48a3-a2cd-c9bdb9f1f44f||||||||8689.49|PAID|ExpenseClaim
1a863138-4b98-4fa1-95c0-1c41ed09425a||||||||540.0|PAID|ExpenseClaim
cc647838-56bd-4035-8436-2a341530e178||||||||350.0|PAID|ExpenseClaim
c2331abc-1cd6-4fa5-a29f-a88b4598a2ea||||||||570.0|PAID|ExpenseClaim
2ec97535-899a-45f4-bde8-0bff10763f27||||||||3000.0|PAID|ExpenseClaim
52116cba-324f-44f1-be47-5b1b5ab67250||||||||13500.0|PAID|ExpenseClaim
7091546c-803e-463f-b463-a8f95311dde3||||||||7800.0|PAID|ExpenseClaim
676e254a-7640-4c13-b46b-020358ac6a6c||||||||1860.0|PAID|ExpenseClaim
785ae322-c913-4355-a7fc-3388da82a24b||||||||46150.0|PAID|ExpenseClaim
16977f43-7105-485a-81e4-55e3e4c10743||||||||2800.0|PAID|ExpenseClaim
23312dde-1b66-4be5-b492-dba2ba7e70eb||||||||27017.48|PAID|ExpenseClaim
8edf5a42-ef06-4074-b80b-b29ba5f6f9f0||||||||46740.0|PAID|ExpenseClaim
f6f04c86-4819-4716-a806-7fd9c74205da||||||||9077.76|PAID|ExpenseClaim
1609c943-16fd-4d05-ba6f-27f76e0bdb51||||||||21300.0|PAID|ExpenseClaim
435d8009-ed04-4744-808f-863754562a9b||||||||1980.0|PAID|ExpenseClaim
f2291e10-f1c0-4649-bbdf-47add072094f||||||||1623.0|PAID|ExpenseClaim
abeb3238-90d9-4693-876e-7f93bf81fb8d||||||||7500.0|PAID|ExpenseClaim
b51b817c-bbc7-4252-b2a1-4197d48b7a33||||||||2040.0|PAID|ExpenseClaim
3fa83f6c-de8e-483b-9d00-57065d62ea8a||||||||25169.99|PAID|ExpenseClaim
48ce4bbf-4533-4dbe-8814-de0330d21b5e||||||||8757.0|PAID|ExpenseClaim
71f9c541-46ff-4597-be1c-3be8a72e0f34||||||||464.25|PAID|ExpenseClaim
1c9d28b7-b309-4c8d-9bdd-b51411299120||||||||2400.0|PAID|ExpenseClaim
8febf5d8-0e76-409d-b58b-2713899f1970||||||||9600.0|PAID|ExpenseClaim
c9b5ce23-4363-455a-a869-1e0b7d2a8cef||||||||729.75|PAID|ExpenseClaim
563e95ff-8723-4fef-a6b4-d7ccf44b1d4d||||||||19131.92|PAID|ExpenseClaim
309a8b07-d889-4a9e-8e22-1667ffa70133||||||||8623.07|PAID|ExpenseClaim
e5b568e3-63d3-414b-a256-a0814615b65b||||||||7800.0|PAID|ExpenseClaim
58d137b0-5dce-4297-a79c-79482784d695||||||||13500.0|PAID|ExpenseClaim
1c0b8398-dcd1-4a57-b4e3-b4b56d2b3fc5||||||||15122.75|PAID|ExpenseClaim
1feaf6f9-6ff0-4c59-8f6b-b4ac1ecdf7ff||||||||2040.0|PAID|ExpenseClaim
ce198aac-824d-4c2e-9c12-d7fd64f8a91f||||||||300.0|PAID|ExpenseClaim
5760510d-0dda-4a91-a7a0-e97a358cedf8||||||||26339.82|PAID|ExpenseClaim
110cc8f0-0aa6-4efa-9dbc-33a201f2db9a||||||||535.0|PAID|ExpenseClaim
1af0f41b-e18d-402a-a877-ad0d751e8caf||||||||600.0|PAID|ExpenseClaim
a5c3baf7-cfc7-4090-ac95-090604441282||||||||480.0|PAID|ExpenseClaim
f2df6520-6441-4479-b378-31a7d4123c52||||||||3500.0|PAID|ExpenseClaim
bfcbd787-d2fd-4c5c-9004-13d8b0e7fe7d||||||||600.0|PAID|ExpenseClaim
d109bfde-4f8e-491f-b006-a7a066f16f7a||||||||720.0|PAID|ExpenseClaim
47d358fc-a322-4e83-b14d-b9444b3651e0||||||||10262.85|PAID|ExpenseClaim
2ec9a44b-1aa9-4851-8572-9227d3790860||||||||8000.0|PAID|ExpenseClaim
a868c809-2225-437a-860e-56da04e6b9fa||||||||350.0|PAID|ExpenseClaim
4aca5085-4589-4a17-a041-5808538c08ee||||||||13500.0|PAID|ExpenseClaim
fe090897-2be7-4f32-81c9-812f05b09b7e||||||||7800.0|PAID|ExpenseClaim
7a9f5640-1d2e-489e-bb36-3a7daae56dfb||||||||3000.0|PAID|ExpenseClaim
2060e7ed-facc-4d1b-9b86-99135d66940f||||||||500.0|PAID|ExpenseClaim
ab2a9e12-c38b-4fc2-8fe7-61c4150e9648||||||||2040.0|PAID|ExpenseClaim
e2ba4953-5870-431d-bb4a-2a20133c3873||||||||28505.94|PAID|ExpenseClaim
d8e07b33-85a7-4aa4-b48b-30a140b6496f||||||||11449.07|PAID|ExpenseClaim
8a019dc1-fdd9-440f-abcf-2c5d5be56898||||||||480.0|PAID|ExpenseClaim
fbace144-487d-4d3f-8962-063c0205fb5d||||||||7800.0|PAID|ExpenseClaim
2fbd4abf-0323-4bac-a270-bf2044cebbd7||||||||13500.0|PAID|ExpenseClaim
a3ccc803-2cbb-4ad4-a70d-aac566b1183e||||||||2040.0|PAID|ExpenseClaim
8f5bcde4-3f6e-4b91-a08c-24ca7e7bdb16||||||||590.03|PAID|ExpenseClaim
bd9304fd-4253-4483-a85c-03e90f35b162||||||||300.0|PAID|ExpenseClaim
3e361b40-c136-40d5-bc49-96f0637b87b0||||||||28210.59|PAID|ExpenseClaim
9cc7b020-7ab5-4d99-8e02-7cf867b3f9df||||||||600.0|PAID|ExpenseClaim
2b07bc4f-2e8e-4e9c-9c61-0e94c0a30a4e||||||||10419.48|PAID|ExpenseClaim
68103fba-ad79-4c2d-8389-39d7510ff3d0||||||||15122.71|PAID|ExpenseClaim
109595fb-7827-41a2-9cf1-016f1f55930f||||||||13500.0|PAID|ExpenseClaim
bb35090f-49d3-4582-91d7-cfa1ebad625e||||||||7800.0|PAID|ExpenseClaim
146238c3-3482-4a1d-a746-f13c34150620||||||||700.0|PAID|ExpenseClaim
60cf5f40-9f57-4efb-a3d8-7f2bc3592e86||||||||3500.0|PAID|ExpenseClaim
6afc3994-449b-4bd7-9420-50cbb9e7a16e||||||||2040.0|PAID|ExpenseClaim
94edc605-c517-4115-90e7-3459252f29c9||||||||609.75|PAID|ExpenseClaim
a2a0b4e1-a512-4802-9a88-e85c36ffc036||||||||3421.15|PAID|ExpenseClaim
83399154-1ffb-45c0-9337-b09ae3685751||||||||868.0|PAID|ExpenseClaim
5d474fd1-c15f-4a31-8ad9-f0e419faf3be||||||||603.0|PAID|ExpenseClaim
7601fb58-67a6-469c-a7af-f8b2a8959379||||||||4500.0|PAID|ExpenseClaim
bec5e11b-9619-4eb7-8e81-a86d8fa5cc45||||||||1000.0|PAID|ExpenseClaim
d7212abd-fb2c-4281-ba55-4cafe54ed5c9||||||||720.0|PAID|ExpenseClaim
81a136ef-6e1a-4b06-a060-6da84ee57714||||||||275.0|PAID|ExpenseClaim
8eeecfe6-001b-43ae-80f6-88c448b3ce56||||||||25215.33|PAID|ExpenseClaim
a5e4640f-62e5-48c8-88dd-ba4dafd08dea||||||||30000.0|PAID|ExpenseClaim
6e2c6707-0ac6-487f-a8e7-fa926eb9c86e||||||||2100.0|PAID|ExpenseClaim
538e9c1f-abd5-4a84-bff2-035be3f66070||||||||9548.29|PAID|ExpenseClaim
759281d4-8a96-452f-9dbe-bb56ee61eb4d||||||||2700.0|PAID|ExpenseClaim
51d7275f-3b3e-4845-980f-2ecddcc66df8||||||||3295.75|PAID|ExpenseClaim
f02a195e-6448-4a00-a8ea-0d27328343f3||||||||10000.0|PAID|ExpenseClaim
f5aad76b-ab36-4ccc-a217-5393f38cee34||||||||7800.0|PAID|ExpenseClaim
43b0d50d-4fcd-46c7-a07e-dbbe06534719||||||||13500.0|PAID|ExpenseClaim
1ecdca34-d942-4e02-90bb-5d50e822c313||||||||2040.0|PAID|ExpenseClaim
7638fae2-c3e1-4fcf-90c6-989b10d52000||||||||10000.0|PAID|ExpenseClaim
eb92f421-147d-45df-82b2-f03d858b17f1||||||||3000.0|PAID|ExpenseClaim
a61e90d5-e303-4537-beef-522997124a27||||||||1200.0|PAID|ExpenseClaim
84e682c7-10df-4403-8f5e-3ae1a942d58b||||||||23166.41|PAID|ExpenseClaim
878c4a81-1804-4c4d-acd3-26e3ba4ec77c||||||||10498.67|PAID|ExpenseClaim
14dfb706-8514-474c-8bcb-ae750790d558||||||||13500.0|PAID|ExpenseClaim
d3cf86c0-7f9d-4c98-9354-830299284ac1||||||||7800.0|PAID|ExpenseClaim
775ac9a1-7f9d-4821-8f42-731d04d71f67||||||||480.0|PAID|ExpenseClaim
cf270697-9d5e-4287-a7f2-9fd3a8bf5f39||||||||2040.0|PAID|ExpenseClaim
643ca486-dee8-45e3-b658-9da1461e03ef||||||||2840.93|PAID|ExpenseClaim
1c3ec82b-64f0-4e06-bd1d-5ef929abbd33||||||||500.0|PAID|ExpenseClaim
3ef13b24-cf00-4be6-a47d-a6ef43f945dc||||||||2150.0|PAID|ExpenseClaim
bfac9503-35eb-40f1-b8ee-281298128234||||||||11880.0|PAID|ExpenseClaim
b7af700f-17b4-48c1-8443-27c6458b809f||||||||24036.77|PAID|ExpenseClaim
3c25d43a-6a2a-4c3c-a485-9b73038527e5||||||||2400.0|PAID|ExpenseClaim
9df417be-50c1-4d37-b91c-6646d5ac0cad||||||||500.0|PAID|ExpenseClaim
c75000fb-8fca-401b-9b4b-f85f5f67ae75||||||||6000.0|PAID|ExpenseClaim
015df55b-376f-458c-841b-2a205aba6ff6||||||||15122.74|PAID|ExpenseClaim
0a15998d-27c2-4af7-b021-785748e0c1a9||||||||300.0|PAID|ExpenseClaim
0e9d0860-141f-4c99-9074-816ebc80bd64||||||||13500.0|PAID|ExpenseClaim
6a498c33-b052-4052-b6d9-7aa4c0ccec74||||||||7800.0|PAID|ExpenseClaim
0c46639f-a71c-4a96-ae3a-606d20d4e67c||||||||2630.03|PAID|ExpenseClaim
a14a33de-ce39-48d3-9b62-a7d9e1b422c3||||||||10340.28|PAID|ExpenseClaim
c1c62411-4091-4aa8-9ab9-9525f4dfaf34||||||||330.0|PAID|ExpenseClaim
0230f40b-bbe6-4789-8da7-a41f7f4259fc||||||||1560.0|PAID|ExpenseClaim
b9448c96-f126-49ce-b669-4c157bb70dae||||||||1500.0|PAID|ExpenseClaim
59763d6b-d8de-4ad6-9971-dde1d5c6f0e3||||||||41000.0|PAID|ExpenseClaim
e26d8525-f19b-45af-92d0-7833f7f249e9||||||||3354.0|PAID|ExpenseClaim
e7e7504f-66fc-4124-8161-fc2eb76e1f7d||||||||2040.0|PAID|ExpenseClaim
715510c3-4e02-4ac3-b67f-614e5c9d5559||||||||21914.59|PAID|ExpenseClaim
9c5188ed-e36c-4702-8b79-955f332cd25b||||||||2400.0|PAID|ExpenseClaim
f35f8531-5ac4-4f37-9c1e-7536b3109145||||||||500.0|PAID|ExpenseClaim
7cf6ee15-5575-43c0-ba1a-1b9e13897d7c||||||||7800.0|PAID|ExpenseClaim
b3046120-aafa-44b9-9bac-fde0a5f95f8d||||||||13500.0|PAID|ExpenseClaim
0ca76c7f-e048-40ae-9b44-e66f34818f0a||||||||9389.16|PAID|ExpenseClaim
2162451c-4df8-4ce7-8751-9175812be7c6||||||||440.0|PAID|ExpenseClaim
02797a5c-eeaa-45bc-ac5a-2c7502db2c7f||||||||40.0|PAID|ExpenseClaim
71904594-e483-4fa3-a485-f70d5ea8a739||||||||17500.0|PAID|ExpenseClaim
69c0f2ec-2b32-44ba-a488-6681d20631b3||||||||22007.65|PAID|ExpenseClaim
fe3dcc0f-a3f8-40bc-b293-51c1c5f4fd6a||||||||2608.5|PAID|ExpenseClaim
e2599737-d13b-4001-a443-b7d54c2eaafe||||||||330.0|PAID|ExpenseClaim
af77509b-72ac-4aca-9182-5c28e5f17023||||||||285.0|PAID|ExpenseClaim
54c56fad-2b3f-440d-8b8c-0553412bdb30||||||||9.0|PAID|ExpenseClaim
1df79057-8806-4a38-88fa-94d72ef2e5c1||||||||300.0|PAID|ExpenseClaim
d54a5c96-2ea6-4fd1-b6c6-332a09e32c06||||||||1800.0|PAID|ExpenseClaim
d28b6541-a588-49ca-aea0-eb62878a985e||||||||600.0|PAID|ExpenseClaim
57fce743-0e90-4589-9923-1a37d1191536||||||||200000.0|PAID|ExpenseClaim
3b85af61-21b7-40b9-931a-c1f27b314139||||||||300.0|PAID|ExpenseClaim
e3e1a557-d7f4-4ace-8155-46c6da4fc63e||||||||9.0|PAID|ExpenseClaim
3ad375b1-1000-4571-b162-096affe72e74||||||||9469.08|PAID|ExpenseClaim
97eb1678-4412-4fb6-bb2b-462114f4facb||||||||3900.0|PAID|ExpenseClaim
20cddd1f-554f-4a87-a1d8-c3b15f8a702b||||||||500.0|PAID|ExpenseClaim
585ea135-1bdf-46ed-a93a-6364376e08bc||||||||50000.0|PAID|ExpenseClaim
dcf42d1e-1f7d-4418-ab68-f64e6068be6a||||||||14000.0|PAID|ExpenseClaim
92ab0a47-a942-4937-b59a-45b060e04674||||||||9000.0|PAID|ExpenseClaim
120e355c-051b-4ffd-9662-31da6f779ece||||||||990.0|PAID|ExpenseClaim
66061878-2a36-4bae-a6a5-7888d4b1ed52||||||||24185.05|PAID|ExpenseClaim
466ba3b0-a4f6-441d-ae3a-7c2aa1f75372||||||||2153.0|PAID|ExpenseClaim
0036ab12-1be7-46d0-8a29-731e5dc331b2||||||||23000.0|PAID|ExpenseClaim
474339cd-4089-4b07-9aa8-b05136dfb536||||||||8544.85|PAID|ExpenseClaim
4af39e43-96c5-47b5-8c35-1e6c523a2a92||||||||2040.0|PAID|ExpenseClaim
8e30008e-5e58-46cd-bcd1-395e60e68eb6||||||||15122.74|PAID|ExpenseClaim
04a033db-63c4-477c-9e9f-796247f7267e||||||||300.0|PAID|ExpenseClaim
4b0c6bd7-73d2-4ad3-81d4-f337918669ad||||||||25060.36|PAID|ExpenseClaim
c4df60c5-e9fe-4d20-9db3-701a22cd45d4||||||||9.0|PAID|ExpenseClaim
ef413a8f-b00b-4bf7-8d6d-7892b270baa8||||||||5123.0|PAID|ExpenseClaim
34c535b9-a2ec-4e7c-ae2b-1f42fa942409||||||||5000.0|PAID|ExpenseClaim
e344f35e-522d-4464-83ba-7dcba6cf4eae||||||||30000.0|PAID|ExpenseClaim
336c9ceb-b87e-4bd7-a517-47990adb0679||||||||900.0|PAID|ExpenseClaim
cde6ae18-be34-46c4-bdc3-d54e1fcc7f6a||||||||9.0|PAID|ExpenseClaim
894b9c49-ef25-4fdc-913c-643eca5504b3||||||||600.0|PAID|ExpenseClaim
5cb068a9-2b11-4956-a178-b8d5b0262aca||||||||8625.25|PAID|ExpenseClaim
6074e3d9-4989-4ad4-8a75-2015107960a6||||||||10181.73|PAID|ExpenseClaim
d342febf-3b8e-413c-9021-ff369e9ca28a||||||||9000.0|PAID|ExpenseClaim
70a5901c-10ed-4da8-b87a-387c1744b8d8||||||||14000.0|PAID|ExpenseClaim
7be7c0a3-ced9-4676-acbe-ba8edc56379b||||||||2040.0|PAID|ExpenseClaim
4fd6758c-dac4-43a1-a1c9-8d4ab4aca97c||||||||5204.0|PAID|ExpenseClaim
d3f71e98-56c9-42b6-b63e-88a2d8bbc2ea||||||||2487.75|PAID|ExpenseClaim
cc4b0d84-9ef1-4883-b926-0b8866eb3064||||||||300.0|PAID|ExpenseClaim
e736db0b-a787-4657-9e4c-9819558517f4||||||||50.0|PAID|ExpenseClaim
44eea64b-7df0-4f4b-b189-3a8417d23438||||||||7000.0|PAID|ExpenseClaim
56d7be91-6fc0-4007-abf0-66fd44ff1c12||||||||3900.0|PAID|ExpenseClaim
237b217f-be88-46e2-b59b-96c97bf37d0b||||||||500.0|PAID|ExpenseClaim
115ea614-68af-4692-8fbe-9c196fc01dad||||||||29528.68|PAID|ExpenseClaim
66ac0710-f01d-4a63-b9df-294c283fe05e||||||||4525.0|PAID|ExpenseClaim
624cf0f0-9f92-4ef6-aadd-240a59a07ca9||||||||9450.0|PAID|ExpenseClaim
47b4a5a1-69bc-4989-91df-3410c1c3026c||||||||5994.0|PAID|ExpenseClaim
d66434ca-98f2-46fe-8ebf-269e5c6d04cd||||||||9000.0|PAID|ExpenseClaim
31b2ec6d-6dd8-453b-bcbd-cd3bd6522181||||||||2100.0|PAID|ExpenseClaim
6d0823dd-c606-405e-b73f-ef8dba28257d||||||||1268.0|PAID|ExpenseClaim
f4d82b63-91dd-4555-93d7-f4a04a11f557||||||||60000.0|PAID|ExpenseClaim
13f8d185-4d4f-461b-88cf-c942f9097978||||||||1698.25|PAID|ExpenseClaim
bf25888d-e4b9-4d19-8a5d-5e026ca5a271||||||||7.5|PAID|ExpenseClaim
8881ae75-914e-4a59-afd8-34e64c814f1a||||||||585.0|PAID|ExpenseClaim
3c3dfbff-25a5-4ee2-96ce-495c8a4647cb||||||||300.0|PAID|ExpenseClaim
13501445-ba1d-4a4b-b360-b72e283e12ad||||||||165.0|PAID|ExpenseClaim
668c9821-8c62-43f6-b6bd-bf0838388a0f||||||||280.0|PAID|ExpenseClaim
580a762f-ad1f-4da7-93a7-684b1ead7f48||||||||200.0|PAID|ExpenseClaim
898a83a0-5c51-4be0-8f95-8652c2c7df5f||||||||1325.5|PAID|ExpenseClaim
d5e989f1-5ade-4428-a453-c5e3d5496b2c||||||||1800.0|PAID|ExpenseClaim
ca502764-a18a-45a8-a1f5-d4bdfcffd08a||||||||300.0|PAID|ExpenseClaim
2d3393f2-2b90-4c9c-bcd5-7128130b038e||||||||13200.0|PAID|ExpenseClaim
2c38534c-5f39-45d9-a80f-2404fb67b003||||||||1500.0|PAID|ExpenseClaim
3a66dd4f-7209-401e-9ae1-dcd6b471c242||||||||9642.0|PAID|ExpenseClaim
33fd378d-ed12-4c28-8df1-c632c46b6f3d||||||||9000.0|PAID|ExpenseClaim
090ed239-0bc2-4c6d-a8cd-587fb6362596||||||||14000.0|PAID|ExpenseClaim
6cdc340e-6daa-45bf-8b5c-41e439f5cf37||||||||2800.0|PAID|ExpenseClaim
b8716ec6-f349-4a66-94c7-c358e822e43d||||||||660.0|PAID|ExpenseClaim
533867fc-f8c8-467c-bc04-5f2f9bd62d54||||||||1640.0|PAID|ExpenseClaim
9b493409-835b-4b54-8a77-905e83981a98||||||||500.0|PAID|ExpenseClaim
1f328ce1-8a67-47cd-baf1-3bc280f294f0||||||||500.0|PAID|ExpenseClaim
1979576d-edb7-4b33-9197-8047474db8ec||||||||40.0|PAID|ExpenseClaim
26ce1625-f470-4fba-86ba-5ccbbaa06107||||||||500.0|PAID|ExpenseClaim
98740cd6-0008-414e-9def-245040e74907||||||||2564.5|PAID|ExpenseClaim
479c2d79-f016-406b-9333-6101ea31f0aa||||||||10.0|PAID|ExpenseClaim
2de290d2-37a0-4f66-8b7a-a8ed75c59b70||||||||30080.66|PAID|ExpenseClaim
090ed14c-13c9-46ad-9ba3-7b580e3bc185||||||||10616.0|PAID|ExpenseClaim
df65e50c-74ad-444b-9fa0-4fc5d8fc22c4||||||||220.0|PAID|ExpenseClaim
37a9afc2-15ae-4cb2-84ab-82396bf2a9e6||||||||2070.0|PAID|ExpenseClaim
43df986d-42a0-4cee-8f66-9a0846188490||||||||100.0|PAID|ExpenseClaim
c0040867-f2ad-4492-a494-55c38652bc19||||||||1300.0|PAID|ExpenseClaim
13b43f67-9a8b-402b-99b9-572f61a66f7d||||||||975.0|PAID|ExpenseClaim
6ee018f1-23d0-4605-93fd-d87952428306||||||||560.0|PAID|ExpenseClaim
3a32d177-0693-4d66-8543-440b50d825fc||||||||2000.0|PAID|ExpenseClaim
868689cb-59d0-4443-aa98-6d40003bd3b1||||||||19131.7|PAID|ExpenseClaim
0d847c09-2e3c-4971-be61-3342fe78a277||||||||17000.0|PAID|ExpenseClaim
5824244a-e1df-485a-a03d-55671897075a||||||||9000.0|PAID|ExpenseClaim
bb161e00-fdfd-428d-a6ee-b63f870709f7||||||||14000.0|PAID|ExpenseClaim
5831c0df-85ba-41b9-904e-3229d4fc2459||||||||9507.03|PAID|ExpenseClaim
522f1bac-8555-4653-a49c-d5489feb7d8c||||||||15664.87|PAID|ExpenseClaim
411e671b-ac9e-41fb-9168-f4b80fa1357b||||||||990.0|PAID|ExpenseClaim
2f5a83f0-b378-472e-a9e4-5b02eb7a4290||||||||1500.0|PAID|ExpenseClaim
c24add41-3803-497c-bd7b-f7f1ed68d3fc||||||||600.0|PAID|ExpenseClaim
b657e4cb-9b7b-4480-aa40-7809fbc6b475||||||||1620.0|PAID|ExpenseClaim
80b5d19e-6b13-43a5-8ea8-c72f31fb7cc0||||||||26411.09|PAID|ExpenseClaim
3b86711a-4bf7-4f3b-ae8a-0398a541ca28||||||||10.0|PAID|ExpenseClaim
7dedefd3-0907-4847-b948-04681fdd7e42||||||||7654.06|PAID|ExpenseClaim
5996b1bc-63c3-4dd0-af70-8dc1d84e4af9||||||||10.0|PAID|ExpenseClaim
f1006558-1073-40ec-8b12-cd5fcc28ff17||||||||9000.0|PAID|ExpenseClaim
3ce41e56-8d72-45dd-8292-53708b64e689||||||||14000.0|PAID|ExpenseClaim
84c5b413-a437-4b4d-86d3-e3a519d6f0ae||||||||900.0|PAID|ExpenseClaim
3769adfa-001f-4b1e-8231-2ab68d705020||||||||600.0|PAID|ExpenseClaim
70578fcf-ef7d-4110-956e-ea5b214cbd36||||||||1620.0|PAID|ExpenseClaim
abaa9796-bb5e-4d46-9cdf-d5dfdf02ae40||||||||23286.22|PAID|ExpenseClaim
aff3d653-2ca6-4997-a1e7-0dce792912d0||||||||560.0|PAID|ExpenseClaim
a4496d4f-7fc4-4e39-a4b3-114e15356954||||||||330.0|PAID|ExpenseClaim
58c19b2a-2a72-485d-8301-f0a49b7c28b6||||||||900.0|PAID|ExpenseClaim
08b3ebd8-1414-4f2a-b47c-ee86c543dbb0||||||||50.0|PAID|ExpenseClaim
74e70ede-d7a8-4cc1-9a0d-ef5f38aadb3a||||||||8200.0|PAID|ExpenseClaim
7422b7a6-2935-4d65-83b4-af6cd16bd481||||||||9000.0|PAID|ExpenseClaim
52ef11e1-d671-4ee3-ac38-d144e1c8ac67||||||||14000.0|PAID|ExpenseClaim
91aaca31-6275-489f-b3db-baff08c3e63b||||||||8351.94|PAID|ExpenseClaim
fd159758-6d54-4b1f-93e5-fe35794c45ed||||||||10.0|PAID|ExpenseClaim
a131dbde-53ab-4046-be40-0e5a0e7dd0ac||||||||1620.0|PAID|ExpenseClaim
b135aa62-db10-454b-9b8c-c5545216febc||||||||24235.0|PAID|ExpenseClaim
694df151-062e-43a0-89de-b87d0b176143||||||||10.0|PAID|ExpenseClaim
89acaf7e-9f66-4131-bd31-e359c63f7a1a||||||||929.75|PAID|ExpenseClaim
d6679379-9773-421c-9b8c-1aea9abaee07||||||||500.0|PAID|ExpenseClaim
119dcb7f-addb-47c5-8a07-6628c43ee0be||||||||600.0|PAID|ExpenseClaim
4633ada7-0443-4cc1-96d2-d2c92c6283f6||||||||500.0|PAID|ExpenseClaim
a7a19cd1-ced8-4253-b63b-588c9cbb3cde||||||||32.0|PAID|ExpenseClaim
b338811c-efc1-4927-b24d-1b2c0b121a63||||||||300.0|PAID|ExpenseClaim
5379037c-0b3d-47df-86fe-f317988dade3||||||||15403.79|PAID|ExpenseClaim
2e3462ad-20da-428c-bbec-dded9096f6c6||||||||300.0|PAID|ExpenseClaim
325a70e1-1a44-44ab-a844-16a4c92ac448||||||||3900.0|PAID|ExpenseClaim
731f54cf-944c-4259-9b00-9c617546ebeb||||||||9000.0|PAID|ExpenseClaim
e30704cb-6372-4a98-8f1d-92802e54b5dc||||||||14000.0|PAID|ExpenseClaim
2d27259f-f88c-4705-8722-7b48677a3a7d||||||||9853.0|PAID|ExpenseClaim
097ef9e4-fcec-4415-9c29-5a0f3909c610||||||||12.0|PAID|ExpenseClaim
c20776ef-8454-4c07-a5b1-fa44f125be56||||||||990.0|PAID|ExpenseClaim
716acb39-dfd5-41b2-ba0e-1a033cf271f5||||||||28605.54|PAID|ExpenseClaim
